,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2483,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2484,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2485,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2486,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2487,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2488,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2489,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2490,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2491,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
2492,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2493,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2494,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2495,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2496,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2497,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2498,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2499,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2500,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2501,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2502,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2503,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2504,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2505,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2506,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2507,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2508,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2509,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
2510,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2511,Assign seriousness,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,
2512,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2513,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2514,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2515,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2516,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2517,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2518,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2519,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2520,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2521,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2522,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2523,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2524,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2525,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2526,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2527,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
2528,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2529,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2530,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2531,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2532,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2533,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2534,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2535,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2536,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2537,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2538,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2539,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2540,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2541,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2542,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2543,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2544,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2545,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2546,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2547,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2548,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2549,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2550,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2551,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2552,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2553,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2554,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2555,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2556,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2557,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2558,Assign seriousness,Take in charge ticket,Create SW anomaly,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
2559,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2560,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2561,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2562,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2563,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2564,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2565,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2566,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2567,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2568,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2569,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2570,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2571,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2572,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2573,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2574,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2575,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2576,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2577,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2578,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2579,Assign seriousness,Require upgrade,Resolve ticket,Closed,,,,,,,,,,,
2580,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2581,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2582,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2583,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2584,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2585,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2586,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2587,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2588,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2589,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2590,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2591,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2592,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2593,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2594,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2595,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2596,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2597,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2598,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2599,Assign seriousness,Take in charge ticket,Wait,Wait,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,
2600,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2601,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2602,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,,,,,,
2603,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2604,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2605,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2606,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
2607,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2608,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,,
2609,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
2610,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2611,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2612,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2613,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2614,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2615,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2616,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2617,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2618,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2619,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2620,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2621,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2622,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2623,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2624,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,,
2625,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2626,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2627,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2628,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2629,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2630,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
2631,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2632,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2633,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2634,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2635,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2636,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2637,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2638,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2639,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2640,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2641,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2642,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2643,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2644,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2645,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2646,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2647,Assign seriousness,Resolve ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2648,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2649,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2650,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2651,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2652,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,
2653,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,
2654,Assign seriousness,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,
2655,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2656,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2657,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2658,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2659,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2660,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2661,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2662,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2663,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2664,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2665,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2666,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2667,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2668,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2669,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2670,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2671,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2672,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
2673,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2674,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2675,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2676,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2677,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2678,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2679,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2680,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2681,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
2682,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2683,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2684,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2685,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2686,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2687,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2688,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2689,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2690,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2691,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2692,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2693,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2694,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2695,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2696,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2697,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2698,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2699,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2700,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2701,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2702,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2703,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2704,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2705,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2706,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
2707,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2708,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2709,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2710,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2711,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2712,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2713,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2714,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2715,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2716,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,Closed,,,,,,,,,,
2717,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2718,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2719,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2720,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2721,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2722,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2723,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2724,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2725,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2726,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2727,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2728,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2729,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2730,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2731,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,
2732,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2733,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2734,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2735,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2736,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2737,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2738,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2739,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,,
2740,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2741,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2742,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2743,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2744,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2745,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2746,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2747,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2748,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2749,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
2750,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2751,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2752,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2753,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2754,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2755,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2756,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2757,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2758,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2759,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2760,Assign seriousness,Resolve ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2761,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
2762,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2763,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2764,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2765,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2766,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2767,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2768,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2769,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2770,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2771,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2772,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2773,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2774,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2775,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2776,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2777,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2778,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2779,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2780,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2781,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2782,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2783,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
2784,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
